Key,Tags
6.4.1,"Strommarktliberalisierung, 1. Liberalisierungspaket, Marktöffnung, Energiewirtschaft"
6.4.2,"Strommarktliberalisierung, 2. Liberalisierungspaket, Marktöffnung, e-Control, freie Lieferantenwahl"
6.4.3,"Strommarktliberalisierung, 3. Liberalisierungspaket, europäischer Strommarkt, intelligente Messsysteme, Konsumentenschutz"
6.4.4,"Netzebenen, Hochspannung, Mittelspannung, Niederspannung, Energieverteilung"
6.4.5,"Strommarktmodell, Skizze, Energiefluss, Marktstruktur"
6.4.6,"Marktteilnehmer, Energiewirtschaft, Regelzonenführer, Bilanzgruppenkoordinator"
6.4.7,"Regelzonenführer, Netzfrequenzregelung, Regelreserve, Energiewirtschaft"
6.4.8,"Bilanzgruppenkoordinator, Regelreserve, Bilanzgruppen, Energieverrechnung"
6.4.9,"Bilanzgruppenverantwortliche, Fahrplan, Energiewirtschaft, Energieverbrauch"
6.4.10,"Netzbetreiber, Netzbetrieb, Netzstabilität, Energiewirtschaft"
6.4.11,"Normfrequenz, europäisches Verbundnetz, 50 Hz, Energietechnik"
6.4.12,"Lieferanten, Energiewirtschaft, Energieprognose, Kundenmanagement"
6.4.13,"Regelreserveanbieter, Regelreservemarkt, Präqualifikation, Energiewirtschaft"
6.4.14,"Kunden, Endverbraucher, Lieferantenvertrag, Netzvertrag"
6.4.15,"Strombörsen, Marktplatz, Preisbildung, Futures, Energiehandel"
6.4.16,"Strombörsen, EPEX SPOT, EXAA, EEX, Energiehandel"
6.4.17,"Strombörsen, Spotmarkt, Terminmarkt, Energiehandel"
6.4.18,"Strombörsen, negative Energiepreise, Überproduktion, Smartmeter"
6.4.19,"Energiegleichgewicht, Netzfrequenz, Stromerzeugung, Stromverbrauch"
6.4.20,"Primärregelung, Netzfrequenz, Frequenzstabilisierung, Rotationsenergie"
6.4.21,"Sekundärregelung, Netzfrequenzregelung, Integralregler, Energiewirtschaft"
6.4.22,"Tertiärregelung, Netzfrequenzregelung, Bilanzgruppen, Energieoptimierung"
6.4.23,"Normfrequenz, Nordamerika, 60 Hz, Energietechnik"
6.4.24,"Normfrequenz, Bahnnetz, 16,7 Hz, Österreich"
6.4.25,"Energiewirtschaft, Energieversorgung, Endverbraucher"
6.4.26,"Frequenzabweichung, stationär, Netzfrequenz, Energietechnik"
6.4.27,"Frequenzabweichung, dynamisch, Netzfrequenz, Energietechnik"
6.4.28,"Frequenzerhöhung, Netzfrequenz, Lastmanagement, Übererzeugung"
6.4.29,"Strommarkt, Marktregeln, Vorschriften, Energiewirtschaft"
6.4.30,"Marktregeln, E-Control, Verantwortliche, Energiewirtschaft"
6.4.31,"Marktregeln, Netzbetreiber, Bilanzgruppen, Energiewirtschaft"
6.4.32,"Marktregeln, Netzbetreiber, Lieferantenwechsel, Haftungsregeln"
6.4.33,"Tertiärregelung, Netzfrequenzregelung, Leistungsausgleich, Energieoptimierung"
6.4.34,"Regelleistung, Frequenzstabilisierung, Netzfrequenz, Leistungsausgleich"
6.4.35,"Regelleistung, Primärregelung, Netzfrequenz, Totband"
6.4.36,"Netz, Energiespeicher, Pumpspeicherkraftwerk, Energietechnik"
6.5.1,"Hochspannungsleitung, Ersatzschaltbild, Energietechnik, Netzmodelle"
6.5.2,"Leistungsschalter, Schutzschalter, Hochspannung, Schaltzeichen"
6.5.3,"Leistungsschalter, Lichtbogenlöschung, Löschmittel, Energietechnik"
6.5.4,"Trennschalter, Isolierung, Schaltzeichen, Wartung"
6.5.5,"Lastschalter, Betriebsströme, Energietechnik, Schalterarten"
6.5.6,"Leistungsschalter, Lastschalter, Unterschiede, Energietechnik"
6.5.7,"Lastschalter, Trennschalter, sichtbare Trennstelle, Energietechnik"
6.5.8,"Lasttrennschalter, Schaltzeichen, Trennstelle, Schalterarten"
6.5.9,"Messwandler, Stromwandler, Spannungswandler, Messgeräte"
6.5.10,"Messwandler, Bürde, Eigenverbrauch, Energietechnik"
6.5.11,"Messwandler, Stromwandler, Spannungswandler, Schaltzeichen"
6.5.12,"Spannungswandler, induktiv, Transformatoren, Potentialtrennung"
6.5.13,"Spannungswandler, kapazitiv, Hochspannung, Transformatoren"
6.5.14,"Stromwandler, Transformatoren, Energietechnik, Aufbau"
6.5.15,"Schaltanlagen, Umspannanlagen, Stromnetz, Betriebsmittel"
6.5.16,"Schaltanlagen, Sammelschienen, Hochspannung, Netzaufbau"
6.5.17,"Schaltanlagen, Höchstspannung, Übersichtsschaltplan, Netzstruktur"
6.5.18,"Sammelschienen, Schaltanlagen, Schaltungsvarianten, Netzrevision"
6.5.19,"Spannungsebenen, Transportnetze, Übertragungsnetze, Mittelspannungsnetze, Niederspannungsnetze"
6.5.20,"Netz, Hochspannungstechnik, elektrische Betriebsmittel, Spannungsebenen"
6.5.21,"Übertragungsnetze, Transportnetze, Verteilnetze, Energieflussrichtung, Netzaufbau"
6.5.22,"Industrielle Stromnetze, Mittelspannungsnetze, Hochspannungsnetze, Lastdichte, Industrienetze"
6.5.23,"Ferranti-Effekt, Leitungsresonanz, Leerlaufleitung, Spannungsspitzen, Netzstörungen"
6.5.24,"SCADA-System, Prozessüberwachung, Datenakquisition, Automatisierung, Fertigungsstraßen"
6.5.25,"Überstromschutz, AMZ, UMZ, Schutzrelais, Selektivität"
6.5.26,"Schmelzsicherung, Kurzschlussstrom, NH-Sicherungen, HH-Sicherungen, Lasttrennschalter"
6.5.27,"Differenzialschutz, Kirchhoffsche Knotenpunktgleichung, Schutzprinzip, Fehlererkennung"
6.5.28,"Differenzialschutz, Überstromzeitschutz, Schnellabschaltung, Schutzkonzept"
6.5.29,"Schnellzeit, Differenzialschutz, Fehlereintritt, Schutzeinrichtung, Auslösezeit"
6.5.30,"Differenzialschutz, Transformator, Wicklungsverhältnis, Schwellwert, Magnetisierungsstrom"
6.5.31,"Differenzialschutz, Schutzzonen, Fehlererkennung, Stromwandler, Fehlertypen"
6.5.32,"Differenzialschutz, Transformatoren, Leitungen, Kabel, Generatoren, Hochspannungsnetze"
6.5.33,"Differenzialschutz, Stromwandler, Bürdenimpedanz, Sättigung, Impedanzspezifikationen"
6.5.34,"Distanzschutz, Fehlerentfernung, Kurzschlussort, Messgrößen, Schutzfunktionen"
6.5.35,"Distanzschutz, Fehlerimpedanz, Strommessung, Spannungsmessung, Schutzprinzip"
6.5.36,"Distanzschutz, Fehlerberechnung, Fehlerschleifen, Impedanzberechnung, Schutzablauf"
6.5.37,"Distanzschutz, Impedanzzonen, Auslösekennlinie, Staffelplan, Fehlerzonen"
6.5.38,"Distanzschutz, Impedanzzonen, Schnellzeit, Reserveschutz, Energieversorgungsnetz"
6.5.39,"Spannungsfaktor, Kurzschlussstromberechnung, Drehstromnetz, Generatoren, subtransientes Verhalten"
6.5.40,"Spannungsfaktor, Kurzschlussstrom, Spannungsebenen, Niederspannung, Mittelspannung, Hochspannung"
6.5.41,"Dreipoliger Kurzschlussstrom, thermische Beanspruchung, dynamische Beanspruchung, elektrische Anlagen"
6.5.42,"Größtmöglicher Kurzschlussstrom, Bemessung, Betriebsmittel, Kurzschlussstrom"
6.5.43,"Kleinstmöglicher Kurzschlussstrom, Schutzmaßnahme, Netzschutz, Abschaltung"
6.5.44,"Ersatzspannungsquelle, Kurzschlussberechnung, Netzsystem, Fehlerstelle"
6.5.45,"Dreipoliger Kurzschluss, Ersatzschaltbild, Kurzschlussstrom, Netzskizze"
6.5.46,"Netzeinspeisung, Ersatzschaltbild, Netzanschluss, Stromversorgung"
6.5.47,"Kurzschlusswechselstromleistung, Ersatznetz, Berechnungsformel, Kurzschlussstrom"
6.5.48,"Netzinnenimpedanz, Berechnungsformel, Spannung, Kurzschlussstrom, Impedanz"
6.5.49,"Netzinnenimpedanz, Übersetzungsverhältnis, Transformator, Berechnung, Unterspannungsseite"
6.5.50,"Netzinnenimpedanz, Widerstandswerte, Reaktanz, Berechnung, Impedanz"
6.5.51,"Synchrongenerator, Impedanz, Reaktanz, Niederspannungsgenerator, Hochspannungsgenerator"
6.5.52,"Subtransiente Reaktanz, Formel, Berechnung, Generator, Anfangsreaktanz, Bemessungsspannung, Bemessungsleistung, Impedanz"
6.5.53,"Ersatzschaltbild, Leitung, Skizze, Elektroinstallation"
6.5.54,"Impedanz, Leitung, Berechnung, Ohmscher Widerstand, Induktiver Widerstand, Leitungslänge, Leiterquerschnitt, Leitwert"
6.5.55,"Ersatzschaltbild, Transformator, Skizze"
6.5.56,"Korrekturfaktor, Generator, Impedanzkorrektur, Netzanschluss, Spannungsfaktor, Phasenwinkel, Impedanz"
6.5.57,"Stoßstromfaktor, Berechnung, Impedanz, Kurzschluss, Formel"
6.5.58,"Stoßkurzschlussstrom, Berechnung, Stoßstromfaktor, Kurzschluss, Formel"
6.5.59,"Sammelschienenkurzschluss, Kurzschlussberechnung, Ersatzimpedanz, Generatorimpedanz, Leitungslänge, Temperaturkorrektur, Netzimpedanz, Stromberechnung"
6.5.60,"Sammelschienenkurzschluss, Ersatznetz, Netzimpedanz, Transformatorimpedanz, Generatorimpedanz, Leitung, Impedanzberechnung, Korrekturfaktor, Stoßstromfaktor, Stoßkurzschlussstrom"
6.5.61,"Sammelschienenkurzschluss, Ersatznetz, Netzimpedanz, Transformatorimpedanz, Asynchronmaschine, Impedanzberechnung, Stoßstromfaktor, Stoßkurzschlussstrom"
6.5.62,"Niederspannung, Spannungsebene, 4-Leitersystem, N-Leiter, Haushalt, Gewerbe, Landwirtschaft, Mekmale"
6.5.63,"Mittelspannung, Spannungsebene, 3-Leitersystem, Gleichspannung, Straßenbahn, U-Bahn, Energieverteilung, Industriebetriebe, Merkmale"
6.5.64,"Hochspannung, 110kV, Regionalnetz, Landesnetz, 220kV, 380kV, überregionale Versorgung, bundesweite Versorgung, Spannungsebene"
6.5.65,"Inselbetrieb, Kraftwerk, Generator, Versorgungsnetz, Anwendungen, Berghütte, Notrufsäule, Satellit, Versorgungssicherheit"
6.5.66,"Verbundbetrieb, Kraftwerk, Netz, Versorgungssicherheit, Übertragungsnetz, Engpässe, Stromversorgung"
6.5.67,"Inselbetrieb, Verbundbetrieb, Regelung, Erregung, Turbinenöffnung, Netzbetrieb"
6.5.68,"Mittelspannung, Hochspannung, Schaltung, Sammelschienenkraftwerk, Blockkraftwerk, Mehrwicklungstrafo, Elektrische Schalttechnik"
6.5.69,"Überspannungsableiter, Schutzpegel, Anschluss, Anforderungen, Blitzschutz, Elektroinstallation, Spannungssicherheit, Erdung"
6.5.70,"Stoßspannungswelle, Blitzeinschlag, Ausbreitung, Überspannungsableiter, Lichtgeschwindigkeit, Spannungbegrenzung, Elektroschutz"
6.5.71,"Trennerschalter, elektrische Anlagen, Trennstrecke, sichere Arbeit, Mittelspannung, Trennvorrichtung"
6.5.72,"Trennerschalter, leistungslos, Erdungsstange, Verriegelung, Leistungsschalter, Sicherheit"
6.5.73,"Trennerschalter, Anforderungen, Ströme, Spannung, Schaltung, Elektrosicherheit"
6.5.74,"Trennerschalter, Arten, Messertrenner, Klapptrenner, Drehtrenner, Scherentrenner, Lasttrenner"
6.5.75,"Verteilnetz, Topologie, Strahlennetze, Ringnetze, Maschennetze, Netzplanung"
6.5.76,"Strahlennetz, Versorgungsleitungen, Vorteile, Nachteile, Netzstruktur, Spannung, Planungsaufwand"
6.5.77,"Ringnetz, Versorgungsnetz, Versorgungssicherheit, Kurzschluss, Netzschutz, Querverbindungen, Spannungshaltung"
6.5.78,"Maschennetz, Knoten, Zweige, Versorgungssicherheit, Spannungsqualität, Netzschutz, Investitionskosten"
6.5.79,"Ortsnetzplanung, Kabel, Spannung, Spannungsabfall, Netzberechnung, Hausanschluss, Berechnungsformeln"
6.5.80,"Ortsnetzplanung, elektrische Anschlussplanung, Erd-Kabel, Anschlussleistungen, Einfamilienhaus, Zweifamilienhaus, Trafo, Stromversorgung, Leitungsquerschnitt, Spannungseinbrüche, Netzberechnung, Verlustleistung, Stromstärke"
6.5.81,"Kabel, Leitung, mechanischer Schutz, Erdverlegung, Kunststoffmantel, Anwendungsgebiete, Schutzarten, Verlegevorschriften"
6.5.82,"Kabelisolierstoffe, Hochspannungstechnik, Papierisolierung, Kunststoffisolierung, Isolationsmaterialien, Spannungsbereiche"
6.5.83,"Papierisolierung, Öl, Bitumen, Höchstspannungsbereich, Isoliermaterial, Hochspannungsanwendungen, 380 kV"
6.5.84,"Kunststoffisolierung, PVC, PE, VPE, Niederspannung, Mittelspannung, Kabel, Isolationsmaterialien, Anwendung"
6.5.85,"Kunststoffisolierung, Betriebstemperatur, PVC, PE, VPE, Temperaturbereiche, Isoliermaterialien"
6.5.86,"Niederspannungskabel, Kunststoffisolierung, Kabelaufbau, Aderisolierung, PVC Füllmantel, Außenmantel, Kabelstruktur"
6.5.87,"Kabelbezeichnung, Kabelaufbau, Leitermaterial, Aderisolierung, Schirmart, Mantelmaterial, Kennzeichnungssysteme"
6.5.88,"Netzsysteme, Netzbezeichnungen, Erdung der Stromquelle, Erdung der Körper, Neutralleiter, PE-Leiter, PEN-Leiter, Spannungssysteme"
6.5.89,"Umspannwerk, elektrische Energie, Spannungsumwandlung, Transformatoren, Energieverteilung, Spannungsniveau"
6.5.90,"Spannungsebenen, Stromnetz, Höchstspannung, Hochspannung, Mittelspannung, Niederspannung, Spannungsbereiche"
6.5.91,"Überspannung, Stromnetz, Ursachen, Regelung, Belastungsänderung, Blitzschlag, Sonnenaktivität, Netzstörungen"
6.5.92,"Überspannungsschäden, Stromnetz, Durchschläge, elektronische Bauteile, Funktionsausfall, Fehlfunktion, Schaltkreise"
6.5.93,"Langstreckenübertragung, Gleichspannung, Wechselspannung, Kapazitive Verluste, Übertragungsstrecken, Wirtschaftlichkeit, Leitungstechnik"
6.5.94,"Energieübertragung, Freileitung, Verlustminimierung, Leiterverluste, Stromstärke, Spannung, Strom, Effizienz"
7.1.1,"elektrische Maschinen, Generator, Motor, Transformator, Energieumwandlung, mechanische Energie, elektrische Energie, Anwendungsbereiche"
7.1.2,"elektrische Maschinen, rotierende Maschinen, lineare Maschinen, ruhende Maschinen, Gleichstrommaschinen, Asynchronmaschinen, Synchronmaschinen, Trafo, Stromrichter, Schaltnetzteil, USV"
7.1.3,"Induktionsgesetz, elektromagnetische Induktion, allgemeine Formel, elektrische Spannung, Magnetfeldänderung"
7.1.4,"Bewegungsinduktion, Generator, elektrische Spannung, Magnetfluss, Induktionsformel, Energieerzeugung"
7.1.5,"Bewegungsinduktion, Elektromotor, Lorentzkraft, elektrische Energie, mechanische Energie, Induktionsformel"
7.1.6,"Nennleistung, Motorbetrieb, mechanische Leistung, Leistungsberechnung, Elektromotor, Effizienz"
7.1.7,"Nennleistung, Generatorbetrieb, elektrische Leistung, mechanische Energie, Leistungsberechnung, Drehstrom, Wechselstrom"
7.1.8,"Wirkungsgrad, elektrische Maschinen, Leistung, Verlustleistung, Effizienz, Formel"
7.1.9,"Nennmoment, elektrische Maschinen, Drehmoment, Formel, Motor, Leistungsberechnung"
7.1.10,"Anlaufmoment, Elektromotor, Beschleunigung, Stillstand, Anlaufzeit, Momentverhalten"
7.1.11,"Kippmoment, Elektromotor, Überlast, Instabilität, Asynchronmaschine, Synchronmaschine, Gleichstrommaschine"
7.1.12,"Lastmoment, elektrische Maschinen, Belastung, Welle, Momentberechnung, Maschinenbetrieb"
7.1.13,"4-Quadrantenbetrieb, Elektromotor, Regelung, Quadranten, Antriebssteuerung, Moment-Drehzahl-Diagramm"
7.1.14,"Baugrößen, Elektromotor, Achshöhe, Bezeichnung, Medium, Motorklassifikation"
7.1.15,"Wachstumsgesetz, Elektromotor, Drehmoment, Drehzahl, Maschinenleistung, Größenabhängigkeit"
7.1.16,"Bauform, Elektromotor, Wellenlage, Flansch, Füße, horizontale Lage, vertikale Lage"
7.1.17,"Schutzklassen, IP-Schutz, International Protection, Fremdkörperschutz, Wasserschutz, elektrische Betriebsmittel, Sicherheit"
7.1.18,"Isolierstoffklassen, Motor, maximale Temperatur, Dauerbetrieb, E-Klasse, B-Klasse, F-Klasse, H-Klasse"
7.1.19,"Polpaarzahl, elektrische Maschinen, Drehfelddrehzahl, Netzfrequenz, Formel, magnetische Dipole, Drehfeldmaschine"
7.1.20,"Typenschild, Motor, technische Daten, Nennleistung, Spannung, Strom, Frequenz, Schutzklasse, Drehzahl, Gewicht"
7.1.21,"weichmagnetische Werkstoffe, Hysteresekurve, Transformatoren, elektrische Maschinen, Umpolbarkeit, Magnetfeld, Werkstoffeigenschaften"
7.1.22,"artmagnetische Werkstoffe, Hysteresekurve, Dauermagnete, Magnetfeld, Remanenz, Koerzitivfeldstärke, Werkstoffeigenschaften"
7.1.23,"Arbeitspunkte, elektrische Maschinen, Stabilität, Belastung, Drehzahl, Rückkehrverhalten"
7.1.24,"Lorenzkraft, Leiter, Stromrichtung, Flussdichte, Kraftwirkung, Formel, Elektromagnetismus"
7.1.25,"magnetische Feldstärke, magnetische Flussdichte, Feldkonstante, Elektromagnetismus, Formel, physikalischer Zusammenhang"
7.1.26,"Induktionsgesetz, Flussänderung, elektrische Spannung, geschlossene Fläche, Elektromagnetismus, Erklärung"
7.1.27,"Lenzsche Regel, Induktionsgesetz, Magnetfeld, Feldänderung, Gegenwirkung, Elektromagnetismus, Definition"
7.1.28,"Stromrichter, Umformer, Unterschiede, Halbleiterschaltungen, magnetische Kreise, Elektromotor, Generator, Konverter"
7.1.29,"elektrischer Hüllenfluss, Gaußsches Gesetz, elektrischer Fluss, Ladung, geschlossene Oberfläche, Elektrodynamik, allgemeine Gültigkeit"
7.1.30,"Durchflutungsgesetz, magnetische Spannung, Stromverteilung, Ampere’sches Gesetz, Randfläche, Magnetismus, Elektrodynamik"
7.1.31,"Induktionsgesetz, elektromagnetische Induktion, elektrische Umlaufspannung, magnetischer Fluss, zeitliche Änderung, Elektrodynamik, allgemeine Gültigkeit"
7.2.1,"Transformator, Spannung, Strom, Frequenz, Energieumwandlung, Wirkungsgrad"
7.2.2,"Kleintransformator, Großtransformator, Leistungsbereiche, Spannung, Frequenz"
7.2.3,"Kleintransformatoren, Großtransformatoren, Netzanschluss, Sicherheitstransformator, Industrie, Versorgung"
7.2.4,"Einphasentransformator, Spulen, ferromagnetischer Kern, Primärspule, Sekundärspule, magnetischer Fluss"
7.2.5,"Transformator, Wicklungszahl, Spannung, Proportionalität"
7.2.6,"Transformator, Sekundärspannung, ideale Bedingungen, Spannungsberechnung"
7.2.7,"Transformator, Wicklungszahl, Berechnung, Spannung, Proportionalität"
7.2.8,"Transformator, Übersetzungsverhältnis, Spannung, Strom, Windungszahl, Widerstand"
7.2.9,"Transformator, Übersetzungsverhältnis, Berechnung, Strommessung"
7.2.10,"Transformator, Sekundärstrom, Berechnung, Übersetzungsverhältnis"
7.2.11,"Transformator, Leerlauf, Primärspule, Sekundärspule, Betriebszustand"
7.2.12,"Transformator, magnetischer Fluss, Primärspule, Sekundärwicklung, Streufluss"
7.2.13,"Transformator, Streufluss, magnetischer Fluss, Luftfeldlinien"
7.2.14,"Transformator, Kurzschlussspannung, Primärwicklung, Innenwiderstand"
7.2.15,"Transformator, Kurzschlussversuch, Primärspannung, Nennstrom"
7.2.16,"Transformator, Kurzschlussspannung, Berechnung, Kurzschlussstrom"
7.2.17,"Transformator, Kurzschluss, Kurzschlussspannung, Kurzschlussstrom, Sicherheit"
7.2.18,"Transformator, Stoßkurzschlussstrom, Dauerkurzschlussstrom, Stromamplitude, Kurzschluss"
7.2.19,"Transformator, Verluste, Eisenverluste, Wicklungsverluste"
7.2.20,"Transformator, Wirkungsgrad, Berechnung, Leistung, Verluste"
7.2.21,"Transformator, Eisenverluste, Leerlaufversuch, Primärspule, Verlustmessung"
7.2.22,"Transformator, Wicklungsverluste, Kurzschluss, Stromaufnahme, Verlustmessung"
7.2.23,"Kleintransformator, Eisenkern, Blechformen, EI-Schnitt, UI-Schnitt, M-Schnitt"
7.2.24,"Kleintransformator, Transformatorarten, Trenntransformator, Spartransformator, Sicherheitstransformator, Ringkerntransformator"
7.2.25,"Spartransformator, Bauleistung, Berechnung, Spannungsverhältnis"
7.2.26,"Spartransformator, Eigenschaften, Kurzschluss, Wirkungsgrad, galvanische Trennung"
7.2.27,"Drehstromtransformator, Stundenziffer, Phasenverschiebung, Spannung"
7.2.28,"Transformator, Widerstand, Bezogener Widerstand, Impedanz, Primärwicklung"
7.2.29,"Transformator, Stundenziffer, Typenschild, Phasenverschiebung, Gradberechnung"
7.2.30,"Streufeldtransformator, Anwendungen, Schweißtransformator, Zündtransformator, Klingeltransformator"
7.2.31,"Messwandler, Spannungswandler, Stromwandler, Transformatorarten"
7.2.32,"Drehstromtransformator, Bemessungsleistung, Leistung, Transformatorbereich"
7.2.33,"Drehstromtransformator, Wicklungsbezeichnung, Oberspannungsseite, Wicklungsanfang"
7.2.34,"Drehstromtransformator, Wicklungsbezeichnung, Unterspannungsseite, Wicklungsende"
7.2.35,"Drehstromtransformator, Kühlung, Ölkühlung, Transformatorbetrieb"
7.2.36,"Drehstromtransformator, Ölkessel, Kühlung, Faltwellenkessel, Radiatorenkessel"
7.2.37,"Buchholzschutz, Transformatorschutz, Flüssigkeitskühlung, Isolationsfehler, Gasblasen, Warnsignal"
7.2.38,"Drehstromtransformator, Schaltungsarten, Sternschaltung, Dreieckschaltung, Zickzackschaltung"
7.2.39,"Drehstromtransformator, Schaltgruppen, Wicklungsverkettung, Stundenziffer, Sternpunkt"
7.2.40,"Drehstromtransformator, Schaltgruppe, Dreieckschaltung, Sternschaltung, Phasenverschiebung"
7.2.41,"Drehstromtransformator, Schaltgruppe, Sternschaltung, Zickzackschaltung, Phasenverschiebung"
7.2.42,"Drehstromtransformator, Schaltgruppe, Dreieckschaltung, Sternschaltung, Phasenverschiebung, Sternpunkt"
7.2.43,"Schaltgruppen, Transformatorpraxis, Yy0, Dyn5, Yd5, Yzn5"
7.2.44,"Schaltgruppen, Transformatoranwendung, Netztypen, Hochspannungsnetz, Ortsnetz, Umspannwerke"
7.2.45,"Drehstromtransformator, Übersetzung, Schaltgruppe Yy0, Eingangsspannung, Primärspannung"
7.2.46,"Drehstromtransformator, Übersetzung, Schaltgruppe Dy5, Eingangsspannung, Spannungsverhältnis"
7.2.47,"Drehstromtransformator, Übersetzung, Schaltgruppe Yd5, Eingangsspannung, Spannungstransformation"
7.2.48,"Drehstromtransformator, Übersetzung, Schaltgruppe Yz5, Eingangsspannung, Phasenverschiebung"
7.2.49,"Parallelbetrieb, Transformatoranwendung, Leistungssteigerung, Transformatorbedingungen"
7.2.50,"Parallelbetrieb, Transformatorbedingungen, Übersetzungsverhältnis, Kurzschlussspannung, Stundenziffer, Spannungsabfälle, Netzfrequenz"
7.3.1,"Drehstrommaschine, elektrische Maschine, Energieumwandlung, mechanische Energie"
7.3.2,"Asynchronmaschine, Motorbetrieb, Generatorbetrieb, Drehzahlveränderung, Drehfeld, ASM"
7.3.3,"Asynchronmaschine, Aufbau, Stator, Rotor, Kurzschlussläufer, ASM"
7.3.4,"Asynchronmaschine, Läufertypen, Kurzschlussläufer, Schleifringläufer, Drehzahlregelung"
7.3.5,"Asynchronmaschine, Namensherkunft, Schlupf, Asynchronbetrieb"
7.3.6,"Asynchronmaschine, Drehfeld, Stator, Magnetfeld, Wechselstrom"
7.3.7,"Asynchronmaschine, Synchrondrehzahl, Drehfelddrehzahl, Formel"
7.3.8,"Asynchronmaschine, Funktionsweise, Motorbetrieb, Lorentzkraft, Drehmoment"
7.3.9,"Asynchronmaschine, Schlupf, Formel, Rotordrehzahl, Belastungsmoment"
7.3.10,"Asynchronmaschine, Betriebszustände, Schlupf, Stillstand, synchroner Lauf, Motorbetrieb"
7.3.11,"Asynchronmaschine, Ersatzschaltbild, Transformatorprinzip, Spannungstransformation"
7.3.12,"Asynchronmaschine, Stromberechnung, festgebremster Motor, Ersatzschaltbild, komplexe Zahlen, Reaktanz"
7.3.13,"Asynchronmaschine, Verlustleistung, Rotor, Stillstand, Berechnung, Schlupf"
7.3.14,"Asynchronmaschine, Momentenberechnung, Stillstandsmoment, Verlustleistung, Synchrondrehzahl"
7.3.15,"Asynchronmaschine, Magnetisierungsstrom, Ersatzschaltbild, Induktivität, Berechnung"
7.3.16,"Asynchronmaschine, Drehmoment, Drehzahl, Rotorwiderstand, Abhängigkeiten"
7.3.17,"Asynchronmaschine, Betriebspunkte, Anlaufmoment, Kippmoment, Nennmoment, Sattelmoment"
7.3.18,"Asynchronmaschine, Sattelmoment, Rotorwiderstand, Momentenerhöhung, Anpassung"
7.3.19,"Asynchronmaschine, Leistungsberechnung, Verlustleistung, Drehfeldleistung, Ersatzschaltbild"
7.3.20,"Asynchronmaschine, Hochlauf, Kennlinie, Drehmoment, Schlupf, Verlauf"
7.3.21,"Asynchronmaschine, Stillstandsmoment, Ersatzschaltbild, Formel, Drehmoment"
7.3.22,"Drehstrommotoren, Synchronmaschine, Asynchronmaschine, Motorarten"
7.3.23,"Synchronmaschine, Namensherkunft, Schlupf, Drehfeld, Synchrondrehzahl"
7.3.24,"Synchronmaschine, Asynchronmaschine, Läuferaufbau, Erregerfeld, Magnetfeld"
7.3.25,"Synchronmaschine, Asynchronmaschine, Läuferaufbau, Erregerfeld, Magnetfeld"
7.3.26,"Synchronmaschine, Drehzahl, Frequenz, Polpaare, Magnetfeld"
7.3.27,"Synchronmaschine, Drehzahlsteuerung, Frequenzregelung, Wechselrichter"
7.3.28,"Synchronmaschine, Drehzahl, Berechnung, Frequenz, Polpaarzahl"
7.3.29,"Synchronmaschine, Leerlauf, Drehmoment, Polrad, Magnetfeld"
7.3.30,"Synchronmaschine, Lastbetrieb, Rotor, Drehfeld, Polrad"
7.3.31,"Synchronmaschine, Polradwinkel, Lastbetrieb, Läufer, Stator"
7.3.32,"Synchronmaschine, Polradwinkel, Magnetfeldreißen, Stabilität, Lastbetrieb"
7.3.33,"Synchrongenerator, Definition, Drehstromgenerator, Synchronmotor"
7.3.34,"Synchrongenerator, elektrische Erregung, Blindleistung, Netzbelastung"
7.3.35,"Synchrongenerator, Übererregung, Wirkleistung, induktive Blindleistung"
7.3.36,"Synchrongenerator, Untererregung, Wirkleistung, kapazitive Blindleistung"
7.3.37,"Synchrongenerator, Übererregung, Untererregung, Polradstrom, Blindleistung"
7.3.38,"Drehstrommotor, Schlupf, Berechnung, Drehzahl"
7.3.39,"Drehstrommotor, Betriebsgrößen, Bemessungsdrehzahl, Bemessungsmoment, Anlaufmoment"
7.3.40,"Drehstrommotor, Anlaufverfahren, Anlaufstrom, Baugröße"
7.3.41,"Drehstrommotor, Softstarter, Startspannung, Drehmoment, Förderband"
7.3.42,"Drehstrommotor, Softstarter, Anlaufstrom, Förderband, Spannung"
7.3.43,"Drehstrommotor, Drehsinn, Rechtslauf, Außenleiter"
7.3.44,"Drehstrommotor, Drehsinn, Drehrichtungsumkehr, Außenleiter"
7.3.45,"elektrische Maschinen, Selbstkühlung, Verlustwärme"
7.3.46,"elektrische Maschinen, Eigenkühlung, Lüfter, Innenkühlung, Oberflächenkühlung"
7.3.47,"elektrische Maschinen, Fremdkühlung, unabhängiger Lüfter, Kühlmittelbewegung"
7.3.48,"elektrische Maschinen, Kreislaufkühlung, Wasserkühlung, Zwischenkühlmittel"
7.3.49,"elektrischer Generator, Funktionsweise, Induktionsgesetz, kinetische Energie, elektrische Energie"
7.3.50,"Umformer, Elektromotor, Generator, Gleichstrom, Wechselstrom, Frequenzumformer"
7.3.51,"elektrischer Generator, Spannungserzeugung, Induktionsgesetz, Wicklungszahl, magnetischer Fluss"
7.4.1,"Gleichrichter, Wechselrichter, Drehstrombrücken, Steuerung, Schaltungsarten"
7.4.2,"Schaltungsarten, Steuerung, Frequenzvervielfachung, Bezeichnungen"
7.4.3,"Thyristor, Halbleiter, Funktionsweise, Steuerbare Diode"
